"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source";"HITId";"HITTypeId";"Title";"Description";"Keywords";"Reward";"CreationTime";"MaxAssignments";"RequesterAnnotation";"AssignmentDurationInSeconds";"AutoApprovalDelayInSeconds";"Expiration";"NumberOfSimilarHITs";"LifetimeInSeconds";"AssignmentId";"AssignmentStatus";"AcceptTime";"SubmitTime";"AutoApprovalTime";"ApprovalTime";"RejectionTime";"RequesterFeedback";"WorkTimeInSeconds";"LifetimeApprovalRate";"Last30DaysApprovalRate";"Last7DaysApprovalRate";"Answer.doNotRedirect";"Approve";"Reject"
"1549";15;"2iRuoo1c";"A12GVU3GSJSSHD";"passed";"2iRuoo1c7-tFq_tvm58SBytamcquZtnAJlP4ZQ6eEp-jK7DSenwE3bpeFRKsvIDR";"passed";"passed";"US";60;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1550";16;"2zS8gtnm";"A1MDZ1K2AL9EKW";"passed";"2zS8gtnmYkua1EwTh1UYDofNlz3q0rZMGQhIYxBVUrsjoODfNS8BlLJCFJtXQRIt";"passed";"failed";"US";196;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1551";17;"30SLGOTX";"A1D4C4NYRWMTRQ";"passed";"30SLGOTXn34znZ0fD8TePDfIs75aa3qUfcWKqLM6JLqiZAY692_-vYpepGiAcZVo";"passed";"failed";"US";73;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1552";18;"39QPsH2s";"A34WXF0CVH6O6K";"passed";"39QPsH2sAHgZA8DQuP1vKGQKU-Y0TvNCfKxFPYI1Xjt7Zor_aCQQrWoXTDlD7PEO";"passed";"failed";"US";46;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1553";19;"3h90C-lq";"ABEAPHIBY6C39";"passed";"3h90C-lqqO5qi3AGKq6ldsD9Vi4h3K574vBsn9onk2wQyUAEqaBpQkt6fcMEmQQj";"passed";"failed";"US";58;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1554";20;"4j-_Xgtr";"A1PF1V2K8C476D";"passed";"4j-_XgtrLGYxvIJTzrdGexnky2pe9BjBSCpFZJFInmxFl2HvQ8_YlfPSUVHruCxW";"passed";"passed";"US";56;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1555";21;"5219yjKk";"A1DZMZTXWOM9MR";"passed";"5219yjKkk12A_6-FRFggf1WXrVvRdz59RfglRgx6fwW3rg80n2KNACogMSJy_e68";"passed";"failed";"US";104;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1556";22;"59J814cJ";"A3TE9ZPTMXDNDY";"passed";"59J814cJr0Sc0ujVwsVe-evwoLQlAggHmmk0dTnGxIktaCtuCJen3Mdc6EgUc6Ps";"passed";"passed";"US";207;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1557";23;"5F6MDulN";"A1NIUBOGKRCPJE";"passed";"5F6MDulNH7Z6rN8N4t3ksRCsTGmQevf9bvyN3q926jtoeTA0oBx9xtsw9B_Ftgdj";"passed";"passed";"US";102;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1558";24;"5RLTQrQr";"A2OATZCX1YXE77";"passed";"5RLTQrQrEEqJTbfhwzPfCtQvURSjpzEvc3cGiGU6CFvJg_3Z9IeDN263dMYkVJkp";"passed";"failed";"US";78;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1559";25;"6_I_Cbry";"AKHH4W14A6AN9";"passed";"6_I_Cbry0ApnmI4pyd9J0j-Vdq1LuxpvuZm1j-ELbJe8Tbo1xOmlIkwzQ3JZvwvD";"passed";"failed";"US";62;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1560";26;"6eTgPqWC";"A1DP02JGWDCLAZ";"passed";"6eTgPqWCv8CSUcbKnSx7dyHQuKR5ZN9lWQEFdtjSDvvoqtixQCWFvkOPgsXS7hcL";"passed";"failed";"US";96;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1561";27;"6FvT6qum";"AROOCBM042SJD";"passed";"6FvT6qumGEEoBxe8vehexS356WFViDDiwKvTh1zH_5TaU9JJmjeh2GPtCfSA7ksR";"passed";"failed";"US";46;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1562";28;"6JK53YuF";"AYPVC53GQMM38";"passed";"6JK53YuFGHrxuoiaak_Ht7rcP7hKhSLF-tR11HY705akTXII6q4qwAm4ouEfJJQ6";"passed";"failed";"US";49;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1563";29;"7D2Qh0j4";"A1PLB1NZOE2PQ7";"passed";"7D2Qh0j4ymvJlASkq2lYCGd_AtISTPFiw3uOr-Qjd_zSyh8pdOQW9Sr-eNcetl8I";"passed";"failed";"US";65;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1564";30;"7Mx7tdby";"A1Z8K5K4R19S4B";"passed";"7Mx7tdbyNyjMfyQc2einUtuGYoBvg1B5_GIqHdDgg7Ib7t4XCCMSxm7DJOAO25Nb";"failed";"failed";"US";125;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1565";31;"9seBe6wm";"A3PSY76FRTWBBI";"passed";"9seBe6wmMZXcHwd0ugh6AM3CvD1ZPPsLhPD8DhBSBLflIlxZ5Se1MF0cx66qZBjN";"passed";"failed";"US";107;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1566";32;"a0Mu-Wtc";"A3U0VQ420HIMQ0";"passed";"a0Mu-WtcfDbgnxxcq9agdrvg9MHU9H46mjTFas-b5xjy0v2agYK6bW5bXhiN-K97";"passed";"failed";"US";58;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1567";33;"AeVCTpFw";"A31HM2TZ6RFGAJ";"passed";"AeVCTpFwCU1l72ga17SaivnSnIaGCtC7XRyak9l9tAMHu2ng2BCvMeIqLlh7Q5km";"passed";"failed";"US";59;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1568";34;"AjjmLL3M";"A1R15UCPQ933BC";"passed";"AjjmLL3M8Qxqm4F1MTksMvMh5UmER-KcBZgeul_5H0_KEhwM-kRrovsrPP2NeMuc";"passed";"passed";"US";85;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1569";35;"as6NEAwh";"A35KO5LPASBFI9";"passed";"as6NEAwhgB1v1Fc6uN56SdnzqG8TEGs1alrM2BkbmGrUbmDiPLVhD-5XLYxgdyJA";"passed";"failed";"US";65;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1570";36;"B_5zgcs_";"A3DRI7FCZ80QNQ";"passed";"B_5zgcs_sswK8XkOwNewQGDbV-ZQEf3lwPkCXExccAFcxU9Iuo8JybF5q3LbSkWq";"passed";"failed";"US";122;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1571";37;"b03RHXNZ";"A14HW8I4RYHNC4";"passed";"b03RHXNZEqoi3VecDis_-S2Gzga8ya-pf2kYUnUSPQ473DrJldKC-IPChhtjPVYb";"passed";"failed";"US";62;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1572";38;"b8LtCY-6";"A16KMPWYUZO0M6";"passed";"b8LtCY-6cpsbhei1SsPJEYZWNhWxFk2F41cXfUMgo1lrY6j8B9oq0NyMw-bfB-Fc";"passed";"passed";"US";56;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1573";39;"bbQmHEhN";"AG2B66097YLSX";"passed";"bbQmHEhN1GCBSQjBJTct210O8vmRqm4AR1CKP2TDdMAm4MiHJxKyBtZHAK5IxcFX";"passed";"failed";"US";76;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1574";40;"BnukU0BY";"A18635L8RY0U9G";"passed";"BnukU0BYmTxZFb5m8KqPSML4pwQUfXvCxXPN9hL5pNrShrg8TKWwHZoIrArFPjpv";"passed";"failed";"US";116;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1575";41;"CALCb4w5";"A2JWBLTY5A87R7";"passed";"CALCb4w5XDBJtTcWpj-BljbHcyot_hfxFWV3Xo3FPQsmMbNB_BL46pfPqwjc2WJ6";"passed";"failed";"US";142;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1576";42;"cB-xKnKP";"A36OK3Q9JN5U63";"passed";"cB-xKnKPZSi0XxmJLuNIZ6dSjFnluCY1ZpvNlYPBb3SeOjwc0ovsPKHRS75jwSKd";"passed";"failed";"US";59;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1577";43;"CBQMdTlj";"A2GJBGU8RMIEFF";"passed";"CBQMdTlj4LZN9sMu97VmWVDbcZnVXcKnI_yocguFjlIySily5vCPYDVSbNeMKCd5";"passed";"failed";"US";99;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1578";44;"cd8-Ql8S";"AURYD2FH3FUOQ";"passed";"cd8-Ql8SHRTNF96PoAyC1NCGsYx5c9I6vaxqgc8bY91HzsldwIZH1KCWi76nFa4b";"passed";"failed";"US";60;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1579";45;"CF1hAvxz";"A26L91YL0GDGD8";"passed";"CF1hAvxzSUy3_Pf1AgrTNEeArBzfWnBf7x96rcMWL-E3VA4WVv-MjYsNIVE6S27L";"passed";"passed";"US";88;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1580";46;"CleMHo96";"A30KYQGABO7JER";"passed";"CleMHo96So3HIqoTGXDZ4hcVcjzqsq5kOYET8xvarUav1-SGkFNC5D765OuOEizg";"passed";"failed";"US";94;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1581";47;"cTNoXwXB";"A3ZZ8UOTG2AGQ";"passed";"cTNoXwXB0a1kQtzjsknA_tNDuQHRYIVioEqs4jiTDMNgK6NXJNF9NyLZrkT3HYuh";"passed";"failed";"US";120;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1582";48;"CV6uEdJN";"A1NJ0J3SCP668A";"passed";"CV6uEdJN8Y0MBbKx5t-6GPQj97g5Ry9LlqU8KTOxin_7kUIvFJ23swgWJcPFDSK1";"passed";"failed";"US";82;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1583";49;"D5UM3EfP";"AF23B6EBZWSKB";"passed";"D5UM3EfPdE3AbtMQNT4YCZu8WcFc4NcBuZ5mHk3U8EU11nYkpdSOjlgoOm7USWZb";"passed";"passed";"US";114;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1584";50;"dEIAc2dZ";"A2AXM0P5F44DH2";"passed";"dEIAc2dZw9Josf_sNoJRjsoRCyQ1tTvdgqHyYDQ88n6HShJ1fyYza5aTbOGUmziY";"passed";"failed";"US";34;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1585";51;"DYDiE1lm";"A1CY2X32F5Q8UQ";"passed";"DYDiE1lmpvGCZnK-ch_v1PVtCEb_p63X1BKa6SCMMSFg4FQnkSW2Yz6VL4EDa5W0";"passed";"failed";"US";169;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1586";52;"E8KnplZf";"AABZIG36VNJZK";"passed";"E8KnplZf19mj_bj8VHpWfSsa8OUaA19HPez_9S2n1pVbBMcRiMsPoWxWjjDRwq68";"passed";"passed";"US";183;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1587";53;"ecBh9hzm";"AG6WV3WODQ7IN";"passed";"ecBh9hzmKvliOT3nVta0JxMJhnTdVS4MAGRpb830g7Unz1P0XsaE1ziRh2D5sgDk";"passed";"failed";"US";49;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1588";54;"eDnyay7a";"AJW3PL5UDH4BP";"passed";"eDnyay7asEjbYf_T4F_zO2ydpqo9bWjpxk0dsrV-UQzcAZe5-ygnI4fIAK-3YTNt";"passed";"failed";"US";104;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1589";55;"eHOiM37e";"A1AREBIHWPXTU3";"passed";"eHOiM37eKS3vfKAuyf1RBPl-rhpEPaidplzetze8fkB8OT2OBsMm2h-ygnVAc-9D";"passed";"failed";"US";78;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1590";56;"ELcrtzD3";"A20Z2L80I2AB63";"passed";"ELcrtzD3wgoSZQsOPM9L6PXikfLd6_wxRloBg5bBEcS6jtpTNpVzTKEc8pWAwqZi";"passed";"failed";"US";97;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1591";57;"eLFL81OM";"A5E2P5F1AXYZ1";"passed";"eLFL81OMIqgmyLd4BdxVGR_ATq-iHlFenkmpdA1BfxhrtR7JWMseHm7N0uSJfI7n";"passed";"failed";"US";67;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1592";58;"f-Pkt446";"A2EUSYNR52LAYT";"passed";"f-Pkt446Ip4NQojsI7oUoDPmfuIAC83maH2hlfeg6ob_spO8uiDhIPF1v7CWbq8B";"passed";"failed";"US";102;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1593";59;"Fe6jd_ou";"A361EVMLK9O0G1";"passed";"Fe6jd_oupQgWU5z55JdRm4E0vEVXa9LgVN_hyyBT58ctkToWNiusk6dDPQ_gXR5w";"passed";"failed";"US";55;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1594";60;"fQhscODp";"A3QDBNW2H8EMFW";"passed";"fQhscODpf451BtvAx_CmQwUTZv7ZyyDz6E47eW6Pnqbzj6aXC7_TSoI2faRos1SP";"passed";"failed";"US";94;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1595";61;"Fu146BgT";"A24BRTWG07T53Z";"passed";"Fu146BgTz7w2G5jr2j13ic7B-i-b_hSPQBWWvONAZHR7_wNpN7BOkGPAnm-YvtOT";"passed";"failed";"US";90;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1596";62;"FuRidv5T";"A2FQLGZ76VPQ5A";"passed";"FuRidv5TidQZmv51cGEN2A-N2uGvwjmq2xQL4IOnixYHv9J-HEInJZaGQaDfb8MD";"passed";"failed";"US";85;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1597";63;"fZw9y7K1";"A279NDF2YUQAJL";"passed";"fZw9y7K1TYB-2-zt_ztV6Qe4g-IYA9gg0D-LttxjHFB9IPAngbvtL2vXCvcpJPvg";"passed";"passed";"US";88;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1598";64;"g2MZFQpP";"A1H162QMRV01SA";"passed";"g2MZFQpPcB0p8TuTjR2lONdJ3B7zDcDLHkgijpdKs208BiCeRftlXCMRho_OITRt";"passed";"failed";"US";61;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1599";65;"G9jhcGdJ";"ADUZ6RO42OM0T";"passed";"G9jhcGdJi17OoYY3lYZU6wDrPlgTX8HIjMMyWU4-XtrjiRdifMagYWKkZgJ_8-5H";"passed";"passed";"US";140;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1600";66;"GeliIzxa";"A1CSJFRAS32VFJ";"passed";"GeliIzxa2499xRWHzNvUYn0I77wRJrOOV2tVQ-hfciV5QvR3k5zGiOOMjpPLfUiC";"passed";"failed";"US";68;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1601";67;"gftJrYxW";"A3GGB9CWDQLV6E";"passed";"gftJrYxWT-enM2YCE6F_LYvV7lLHUgpDH6ZPAtixvaEJ-71zdDRypO13G7MLYTmc";"passed";"passed";"US";87;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1602";68;"GK-iKrsQ";"ANFBZP4LZAS9N";"passed";"GK-iKrsQIbhSqR9b7Rv8MISHXEg5C-nUPXjDBiWjyBzxTs4Dd0q-2f7LG2Z96NfK";"passed";"passed";"US";189;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1603";69;"GRnWc0Lu";"A2TVOGVWO882L1";"passed";"GRnWc0LugJ7tFR1bwTbsr-5ZMIeGZAGtM5xcFMx_LYSZI4Dx6yM8g-eL7GaGbYVK";"passed";"passed";"US";214;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1604";70;"gTtvznG9";"AT6LDQNLKTUSE";"passed";"gTtvznG9S-C8ACek_Bm6xHSaxccqrxM0YJG40N-dAOAZyL0FIEZV_qnl4GTa6kBV";"passed";"failed";"US";98;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1605";71;"gW3v-kPG";"A1HBIE5LRTQK1L";"passed";"gW3v-kPGzKzKMNZFg8o79-e2WBGM4FD989wFSyjybHhIiERPXO60XzbeLe9dwe22";"passed";"passed";"US";105;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1606";72;"GxurEOQf";"AC7Z8O1RETQC4";"passed";"GxurEOQfiwVSE0OQDvSuyIokby7Saqos57j9yAbK4VnM-1EYp80F7S3SP_T9Dm2-";"failed";"failed";"US";64;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1607";73;"gyKTldM1";"A1GS5CF02OYOV1";"passed";"gyKTldM1-ITMTQU3uzaBIeSic5vj5-iwftI8J-VenAjd_fVHVXQRozIh_ebM_Fg9";"passed";"failed";"US";131;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1608";74;"h75v6va-";"A3UE7E3PIOZV4R";"passed";"h75v6va-s-vNwvuullXOaFibNzgDGsaMDRtbWJcA_EKTPB9Regg1KkxezWlBowL0";"passed";"failed";"US";132;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1609";75;"hdrwsUH2";"A282BOWD2IBE4X";"passed";"hdrwsUH2dKELIoXnjrVaRBsqKdulm6d-hxL2VvRumwfCfoWb67Z-R_72N-ns0aRk";"passed";"failed";"US";128;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1610";76;"HgETnVxa";"A2DBZBT85UQYO4";"passed";"HgETnVxaApYkOfjJ4F4S0b1stA0Gkfrv8SI4SvsV_i1X_5pvco-ZXj8dOGQYpHre";"passed";"passed";"US";55;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1611";77;"Hqm5fGQq";"AMLE1FC3SQVL8";"passed";"Hqm5fGQqRG_YbW6V4usSM--SbRScsec-X90A08L7hjOS4h-3kq8gPQjTNEy8Fs1Y";"passed";"passed";"US";58;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
