"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source"
"257";188;"hljhXgdJ";"AA8PZKO9XGCKO";"failed";"hljhXgdJ4JfgyIfvy350iQjAPI5iKtetCZpYsXzZogQEGgFePfk2MMbV442qrfBZ";"passed";"passed";"US";59;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"258";189;"hlobnrCa";"A2I0ANKY20XQRX";"failed";"hlobnrCajArDJ-OSViph8ctt0g_CWD5O_UVJsQHWKuSb9yxh3dC6tlrVKtHMtmNd";"passed";"failed";"NG";96;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"259";190;"hMaM1H3m";"AWXIEV9H6KT9E";"failed";"hMaM1H3mBatm2sThhwj_wHLGdhwi3WOHo1QyMndDScRhcYluwU967dkEzGy8qIVd";"passed";"passed";"US";55;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"260";191;"hOD15UOE";"AF56P9JE4N741";"failed";"hOD15UOEs7TDYglZBFPJx29DaFxaLyI5TDgYEb0o1q3tB6J7E72v8XL-oiT-EAlL";"passed";"failed";"US";49;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"261";192;"hpOenC-o";"A298J8FCY1NYM2";"failed";"hpOenC-ouRO5TR7Sm7I5Z0JJ49i-UaLDjdTCK6PF-v8EhA6GN_IfImKcbaVIE9wV";"failed";"failed";"US";64;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"262";193;"Hq4Us8Da";"A1G07EBEAU387L";"failed";"Hq4Us8DatshorioLMB_Oc27AEMw_bfjdSrW80BlCnDq0aslN9Uau9F3POOmwVcYp";"passed";"failed";"US";86;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"263";194;"HqHc8j4Q";"A2A1FS0KVLJ9ZT";"failed";"HqHc8j4QXvtGp5iPaBCnrx67yT3rJc22_v5zV7B6_dp9oHkuaUwE-Se43v1j8fVL";"passed";"passed";"US";163;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"264";195;"htMcxjmO";"A13GUTDMGGZZDL";"failed";"htMcxjmOSzgsHUQLdCkHMqE66thZaWKsEZPM2BssTmMfNYWq0tA4uyprMP2CnYT6";"passed";"failed";"US";70;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"265";196;"huerISmn";"A25AJ66CYVUTBR";"failed";"huerISmnR7jUP4Qag6JJOhW20-VC8-0XJxMH6xSdPqVfMhdUW_wi5-_5rrVc_9p3";"failed";"failed";"US";95;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"266";197;"huurJCHq";"A2KR0B9H93THZS";"failed";"huurJCHq9HjON9QzZh7Sk8kVt1l2zSd4n8tyk_p1fLNGTE1U7U0MA0YejuDNHsau";"passed";"failed";"EE";159;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"267";198;"HUvoQxTa";"A1U6OW8GOSS2Y1";"failed";"HUvoQxTafm3vjNFY1GY8j0b6333Sp1I3KnoJ7H4N4-fkH66AN_yLH8C9NyhWthXF";"passed";"passed";"US";69;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"268";199;"Hvel9v2b";"A332L68GFG7LNS";"failed";"Hvel9v2bkaH8WSh_n2s15TRluDA-AuISEzN1SfpoZSAO3xFeKVS96PEtVuJKStjF";"passed";"failed";"IN";57;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"269";200;"HvMHAMhY";"A16CIP4QBIVEX1";"failed";"HvMHAMhY2vYIhNVlLM0duvG2wlurF-9j_ssZV3oqf6-8AGecIUmcNtMXQkFTKLbm";"passed";"passed";"US";95;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"270";201;"HvyJ_wcM";"ABL3H3O3BI8ZD";"failed";"HvyJ_wcMjvRhFYFI159FhZXbSXlq8fcYelPZHEdSasiIR3wXYRAGI-TsPwUSoPTF";"passed";"failed";"US";46;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"271";202;"i5xjpj7w";"A2W3Q8OCO18HEN";"failed";"i5xjpj7wujjAFRBY1dXYMEJpBevYQNW5Hgnug8nDYINOQUxJKRsBYG5EpzzSEX9D";"passed";"failed";"US";90;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"272";203;"ibsYuUsU";"A340UGIDGIF4W6";"failed";"ibsYuUsUvvCsn2J-awtOBqQwh91GQBfVlPYJRo2NHIDXN-Zi1Zzr1ijww4CbYP-u";"passed";"passed";"US";61;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"273";204;"ICuk7mKx";"A1ULT4IT6F3YVU";"failed";"ICuk7mKxm92AdlD2Pv9qyksbD8KGXHC1Gx0yF-sbTjNXuFNNvZf22W7VncxR-37W";"passed";"failed";"US";146;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"274";205;"iEpWJorh";"A1SZZ9S12FYSJ6";"failed";"iEpWJorhOCfDpMLluhjiZjk3Qyh3LodBxI1Qv1LjVfZdcARHFqBp6HQeJQpPA-aB";"passed";"failed";"US";71;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"275";206;"iI-dNcdO";"AEOMRSY1GL126";"failed";"iI-dNcdOE6fT15InZi92vwH4Nx9mDieLOpxH1483aEr_BS3mPwwP8mYg00-Z3bon";"passed";"passed";"VE";95;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"276";207;"iK_v6XGm";"A1K6JEJIT6AUJ5";"failed";"iK_v6XGmjuq3G7dLOEM8gTcJ8mulAs0wUFsQ9HLyYOjvM9lkZo1YmagjxVSoht0C";"failed";"failed";"IN";104;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"277";208;"Il6-HU4g";"ACP3L9X63GBRK";"failed";"Il6-HU4gqwmDYR1K-VvWW85BG5fWP7EVZSYMwV8GBY0MhXVF35qtxC3PFxzLwgHR";"passed";"failed";"US";75;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"278";209;"iLuXpIIX";"A1YFVXP4A1CXSF";"failed";"iLuXpIIXJV_wlak-JONlN9gXsSU2p7a_ga8XMJK9vKr7u3r2jxF4Sq28udDnArBG";"passed";"failed";"US";88;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"279";210;"ImSPHmUh";"A4UIXESOEZI05";"failed";"ImSPHmUhoWtz2N2Jkx-06ia1MekKL6_nme7SPNO9xKIsZ9v7-Fwtd8mu-NBUUn9C";"passed";"passed";"US";71;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"280";211;"inOIGKvf";"A1GKE70F4D206G";"failed";"inOIGKvf5Z6JsUxHigRPh2NBLAfobYkI1vNISt8CwxZAaeDeDAyjlZhONLZld7Zc";"passed";"failed";"US";54;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"281";212;"iOkqU49D";"A2I9O95L7PEA7M";"failed";"iOkqU49DmR8vT2nFCQV-wHqP8oOp08SPp8mdqVM-GKsM8qEOZEhyUrUkUO7Ev4Da";"failed";"failed";"US";45;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"282";213;"iov0efDh";"A92G860MDBB7X";"failed";"iov0efDhZz3Lpjklvg2yycY4fVqEar7i6r8MyaLsadTG7By0GCwldlAbNW8v7bU_";"passed";"failed";"US";73;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"283";214;"iR2l1rU2";"AQNM5R2NMGTG6";"failed";"iR2l1rU21dqQ51EAQT6QznCnrKcmfv2LnbPaQusCEd3N9dWdZp9Q_pVgly2nejsK";"passed";"failed";"US";64;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"284";215;"is_an7CE";"AXNPHDXV1GK6Y";"failed";"is_an7CE2gjrrm5qOQf1nWu8GgrEAeo9nIHbdB4twnuurFdold8oYabpIrkSiMp-";"failed";"failed";"US";79;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"285";216;"iVFtjJL4";"A3LCGBIZQGRGZR";"failed";"iVFtjJL4N54tNfzwiGKE3kPpPlCaDQ3XS198QdQVWGFkwRLsjEoOtE20FmvP5dpW";"passed";"passed";"US";66;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"286";217;"iVo4MFVq";"APF1EAZT104LQ";"failed";"iVo4MFVqpf1QBIX0W9B4H5PtD7jxKRgrIlsA_VkChlF6wNF4PnGrUCDhUBNkx7_9";"passed";"passed";"US";75;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"287";218;"IyuO6AuH";"A3HZQOI134T4QV";"failed";"IyuO6AuHUSTi-D5dVzTlUcpP7BmUsLWnYbEiVYrTWk394LWY3phyO9UdTHYxPW_1";"passed";"passed";"US";54;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"288";219;"iyUSRKHi";"A370WFPEP8R40A";"failed";"iyUSRKHi-cEghl1DrDWAEn2ffLGW7SrcRo8KogQvXwBFKRpLD37gqNlXn_29eKfb";"passed";"failed";"US";85;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"289";220;"IZ59LozZ";"A1M24593XO5Z3C";"failed";"IZ59LozZskLUpMCEfavdQUVYpjz-Evw2V9szumLc3EfCXaPhLy0-7NUq0hUUmP3Q";"passed";"failed";"US";117;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"290";221;"j_hiKOTG";"A3QLGMZOLGMBQ1";"failed";"j_hiKOTGm_XBQXzLgZTs_UX1AXKdShtlUc90mVccnwgebNVZM6arJyVU4CPFZqoi";"passed";"failed";"US";88;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"291";222;"j1MiMXAs";"A3QN9B9ZS1CWWM";"failed";"j1MiMXAsJIOus-BM-blPA2P4g9wrFmZjHtkQ5u8xa-BpEFN0ppPkGwJwVyCr5dkx";"passed";"failed";"US";60;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"292";223;"j4xCANcw";"A3180VXVP8MOIH";"failed";"j4xCANcwSTHxoQA-R9__LhBGfzqpa5CXrVgHKzswW-ZXMamz7q-bKXOIcGZQGAPv";"passed";"passed";"US";89;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"293";224;"JC7kfZn0";"A2WHC086WNUQNB";"failed";"JC7kfZn0P14sZeQh-tpH0QtU0LjDkzRePRBjg59Ue_TAgCNA6NXauAjFbbueMGLN";"passed";"failed";"US";81;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"294";225;"JCV3J3-7";"AVNPIY2199HB1";"failed";"JCV3J3-7PIROdg8WQyfg6VX3QhHJM4ylWQ2wSz8CqhKQUxLrWoUm4B_AgCCezbN_";"passed";"passed";"US";100;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"295";226;"Jdzd0x0j";"ABI1EI8UQK6LK";"failed";"Jdzd0x0j_F3YSLIhWEXPsG3ehycUX2j0X8soPOwzxrn0EVp8p-Q3XuMb3SHTM5GZ";"passed";"failed";"US";122;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"296";227;"JfwC930k";"A19DZAFFZEU6GN";"failed";"JfwC930krSEaxHM3EshzT-usZqRL5Ys76rBHox1_C3iBCsMkG5yUJ93939ZjHgqR";"passed";"failed";"US";62;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"297";228;"JG-JKYpv";"A23D8BU0PEEXFQ";"failed";"JG-JKYpvP1H7c_hbg-sag6cIUyZT3WTJrSX14HmyA-3_bcLPd_aefw2O9te9uu5Y";"passed";"failed";"US";57;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"298";229;"JGvDJb3n";"AXJF4XPFRPP0V";"failed";"JGvDJb3nWNJM3HezxAay1Kf3calb9phmXIMJHW6SxZYBSZbwQfLTEI8U0_wbjL2_";"passed";"passed";"US";81;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"299";230;"jJgMbWFP";"AYVXMPT2KIMZW";"failed";"jJgMbWFPrvgjqcHE_oqahJeB0oLhdZ1ahXfBvrJ0dXrx8YttAVJlLngcSJYkvrHB";"passed";"failed";"US";81;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"300";231;"jlV0VAfa";"A1KFUXSVGSHL5Z";"failed";"jlV0VAfa0qu1sUYphyJ4jNcoAJ2Hrp3CXeocbKjujTMuC_8BVqk6rypCtANbPpg3";"passed";"failed";"US";54;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"301";232;"JsiSsdFH";"A2SMFL49X05XHA";"failed";"JsiSsdFHaZarEm81ITQqGsfmuBHoa6o3JmvNCq9z29XdwwOOXR8dlJrHMKAPXe_3";"passed";"failed";"US";91;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"302";233;"JVBw_sbw";"A18SI5095GGGWT";"failed";"JVBw_sbwqckwxvCHNz20gof8Y3Lsks4feoSsThrTcpA3g2skQFAlI3SdMfq_n7ZZ";"failed";"failed";"US";136;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"303";234;"jwktByn3";"A2CQP9DZSDUC5V";"failed";"jwktByn3cb9jyCJltQf0c16-aFkocjCpFJr0PdZYFTEg1YuRXeQRd5WbkD-8IIFW";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"304";235;"JxNJ18UI";"A2SO2UFXFZIZOM";"failed";"JxNJ18UIvLeuk0UKQUpn63TiDEUoa6skyWXB5jEwkl0mPwDxDHzfjLKjxKbZIlBy";"failed";"failed";"US";105;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"305";236;"K-fC7302";"A34FJX622ML4YV";"failed";"K-fC7302cB9aAeFhQwQvyW7m4msaryhjX5uQWpRyHM8fMvgL9RKjRP8rVXrz3R-u";"passed";"failed";"US";97;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"306";237;"kiMpjRCv";"A1W0T87IXIFXOT";"failed";"kiMpjRCvHpTvhT7tDlqRNwcT6NIXElFknkRIdrY-KYkrfltNe9caVMIkpt9E_lGc";"passed";"passed";"US";75;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"307";238;"KKlnYzdJ";"A7LIT8S8LGRAH";"failed";"KKlnYzdJSV5-zFxCh6Rqz4qi2eG-3-eeefmChDx9ovGY9N8jLuLOWyYJcH1_BCHU";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"308";239;"km3Ku8mv";"A38AF7RJM28PGX";"failed";"km3Ku8mvix_ruJBOmB8D-x2refH-n83pU_hsj9GVnFNW6JqacUkue85AmiIUcl49";"passed";"failed";"US";91;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"309";240;"Kp8Z1rWu";"A7RFAI3F0XWCT";"failed";"Kp8Z1rWuf068GxH6Fj2EdkwKkpRRV4y5m4hMO000T1M1PcQ9klj8Q3-TQGfENzu3";"passed";"failed";"US";89;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"310";241;"krePUVEq";"AA64LSYYZULCK";"failed";"krePUVEqnQrJm0aAneECrwywc2hrkrpz4LZmBOAe3Bxv0EyP0LMd7iG_k36FN32M";"passed";"failed";"US";77;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"311";242;"kS6HPe3Q";"ARYVMA9T9WLRK";"failed";"kS6HPe3QwJ8Wo7RthY2odpNyidw_L6QDit3IVlKn5kx9-06Ks1UKcgfx0dX6VUaV";"passed";"failed";"US";105;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"312";243;"KTf0URV1";"A3R71HP45TBQ7O";"failed";"KTf0URV1fNfK7dNtygHR7jkHVOwCBE4MeQWzddOulMWIbWQlqtgMOu6jc80QTD2I";"passed";"failed";"US";79;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"313";244;"KUqcfWIQ";"A22HZJIW9LEIS0";"failed";"KUqcfWIQAPoFggBdRYp3lNlgrR0fnVCAOrt9y3CVbvIWE8dXSFDUL9Bin5ehtlRh";"passed";"failed";"US";114;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"314";245;"kuuJujE4";"A3C5KHRU2G4P4B";"failed";"kuuJujE4kuhq6jtJM-hwnzIjc79lgimaB3X6cpPXAP2D_WEqAFvFZ6mFuxi31lMj";"passed";"failed";"US";64;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"315";246;"kXet-mcm";"A3CF8ULBSE8MTL";"failed";"kXet-mcm_474sLtNf6dZAGwIZ2gpcs7AvYHEUOKR343DInQDMClOFgBxW6Of_bGf";"passed";"failed";"US";93;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"316";247;"KyY2MI7v";"A1VNJOS2LHSOZL";"failed";"KyY2MI7vSr92JlwcWheuOcB5EYRA5TgZJHFTLRyTnt5P26ZeHBVE9GIRgfUClFG-";"passed";"passed";"US";122;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"317";248;"l0vcUdfA";"A1S9BK4MRNVPL2";"failed";"l0vcUdfAGHcD249jgOvmo9bdQwwuWh3kCkr9Ck3c-FAfzpog9SjRhSRboVbwZOzu";"passed";"passed";"US";102;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"318";249;"l6QVUeVm";"A06711361DP1JL158BWS8";"failed";"l6QVUeVm-Vt3LfLE4L4RBtygC9lXWfgnRcOQK5oQQYU_ZHdvoi7owQVpn_ktCIwK";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"319";250;"l8eASbB6";"A1ZD8RU6YB0VEU";"failed";"l8eASbB6TtY1FgmuTv_i1kRaChXNzD882KI-fVzKiHDfTPP2dVejzXWir-OnARiQ";"passed";"failed";"US";101;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"320";251;"lCvEhqs5";"A2QPMJ4GADLUW2";"failed";"lCvEhqs5T0668i-qWwyq94ZCwHimvyYpQvHroXJe6z9RUwCeKSqWgMlZRgaifAIO";"passed";"failed";"US";54;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"321";252;"lliv8bUn";"A33UFNG3ITAWUI";"failed";"lliv8bUnl41jcBmPtkqeUW1rdhM8uY0vdpeuUY-29ICCBMJeX74lEqyTHC_oNUsr";"passed";"failed";"US";82;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"322";253;"LM5bZpVn";"A3D38EPKUKJP0S";"failed";"LM5bZpVnxUHIADSFLKBCgKOq9VS3d9FvZj2CI6nrxSf7dUpAHoQaCAPOgh-p5zP9";"passed";"failed";"US";108;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"323";254;"LneRzo60";"A3VP9N0C2FZ1CH";"failed";"LneRzo60gGLXft77auot0leIndzHlvTcS8vrz2TU7PvmbfFPLQwaXhgyR1JOwFs2";"passed";"passed";"US";119;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"324";255;"Lousmxz5";"A1TO8F0HIM1OBQ";"failed";"Lousmxz5GWzyCBLqE5dBk9RqQ7oYQdAukC91IJFvz4xDR6KhkztxtaF4m5xSonIK";"passed";"passed";"US";130;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"325";256;"LP3uPrD_";"A1IZ4NX41GKU4X";"failed";"LP3uPrD_IlJLznjEg2rkjAFfb7rz0FlK4pf9_Uj0Nrgaqk8SpElnaSvsuc1EZzkL";"passed";"failed";"US";77;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
