session,group,time,answer_length.x,word,negate,answer,answer_length.y
MyT3oQjqmvUZtEF5Sdb8jWjFBIA-ExF0PoRDFVvLmItH_fyEqd_uil2s15DDUoUN,gr7,1,31,not,TRUE,"I don't know much about him but I felt empathetic to his situation of losing a loved one,The man had an intense energy that was intimidating but not bad",31
S7SjQd7zcnaHItJlyAm5ztn5SkW5OwrmiJ3uUGgPIunpRQO_moniXgEQVsTWGeU3,gr7,1,13,not,TRUE,It was very sad that he cried . Not many men cry over death.,13
d9nqrAfeF4KAore_n9wjIjYNTSIfzh5oNhnMJ79krDxNxxmw8B4vIn7syy949xLC,gr7,1,42,didn't,TRUE,"It seemed like he was being a good friend, husband, or family member to the woman on the road. He didn't want her to die but also provided her with comfort so I'd say he is caring, nice, and attentive.",42
NwmDqHNNR4UghDHywVzfbQSQ5bW3yK4zgGZTYWHFksHHus_o1iTZteVy-PdiHkqo,gr7,1,48,didn't,TRUE,"He was very loving and very upset that the woman was dying. He seemed like a very emotional person and was crying. At the funeral, he was distraught, and didn't use an umbrella even though it was pouring down rain. He seems like a pensive, caring person.",48
OkWrl3QndlsSEo2KWJJn_1iExcmX7esqSDa-U8B3bDd2zS9g30bFZL1B7cr8lZFf,gr7,1,26,don't,TRUE,He's confusing and he seemed a little cold even during the scene where the woman dies. Idk why but something just seemed off with him,26
Ug2L9UzVFEp8vcnlT5N3g2HDLeTJhb2KMWE_1AEvRMJLdxOwwv_NfJ1g51fUey4b,gr7,1,32,not,TRUE,He seemd to truly care about Maggie. I'm not sure why he was running and what not at the beginning of the clip however. Could he have been the truck driver?,32
Ug2L9UzVFEp8vcnlT5N3g2HDLeTJhb2KMWE_1AEvRMJLdxOwwv_NfJ1g51fUey4b,gr7,1,32,not,TRUE,He seemd to truly care about Maggie. I'm not sure why he was running and what not at the beginning of the clip however. Could he have been the truck driver?,32
FQgUihtvt5s-zPKH8VdKl4ILqDRp-zTtvMe20tqNeVUtBvMDvblEv_w8krxSQS0o,gr7,1,30,not,TRUE,He is a very caring and empathetic man. He cares for those around him but at the same time he is clingy and does not let go of people easily.,30
L-I_hyhumo8qlDYJ6oaXlDYxbvM3ybZ7__d2v_h2p3lJO6A8pDN5F6FlnSnZSZJF,gr7,1,122,no,TRUE,"He seemed pretty ineffectual. I have no idea what circumstance led to the female character dying or how close the two characters were, but the way he dealt with her passing was very frail. It was like he didn't know how to act for her final moments. I did not feel much sympathy for his character. There's only so much you can do when interacting with someone who is about to die, but this character would be more heroic in my eyes if he reacted more bravely and strongly. Instead he wavered back and forth between what he was telling her, such as urging her not to look at what she was seeing (hallucinating), then letting it go almost immediately.",122
L-I_hyhumo8qlDYJ6oaXlDYxbvM3ybZ7__d2v_h2p3lJO6A8pDN5F6FlnSnZSZJF,gr7,1,122,didn't,TRUE,"He seemed pretty ineffectual. I have no idea what circumstance led to the female character dying or how close the two characters were, but the way he dealt with her passing was very frail. It was like he didn't know how to act for her final moments. I did not feel much sympathy for his character. There's only so much you can do when interacting with someone who is about to die, but this character would be more heroic in my eyes if he reacted more bravely and strongly. Instead he wavered back and forth between what he was telling her, such as urging her not to look at what she was seeing (hallucinating), then letting it go almost immediately.",122
L-I_hyhumo8qlDYJ6oaXlDYxbvM3ybZ7__d2v_h2p3lJO6A8pDN5F6FlnSnZSZJF,gr7,1,122,not,TRUE,"He seemed pretty ineffectual. I have no idea what circumstance led to the female character dying or how close the two characters were, but the way he dealt with her passing was very frail. It was like he didn't know how to act for her final moments. I did not feel much sympathy for his character. There's only so much you can do when interacting with someone who is about to die, but this character would be more heroic in my eyes if he reacted more bravely and strongly. Instead he wavered back and forth between what he was telling her, such as urging her not to look at what she was seeing (hallucinating), then letting it go almost immediately.",122
L-I_hyhumo8qlDYJ6oaXlDYxbvM3ybZ7__d2v_h2p3lJO6A8pDN5F6FlnSnZSZJF,gr7,1,122,not,TRUE,"He seemed pretty ineffectual. I have no idea what circumstance led to the female character dying or how close the two characters were, but the way he dealt with her passing was very frail. It was like he didn't know how to act for her final moments. I did not feel much sympathy for his character. There's only so much you can do when interacting with someone who is about to die, but this character would be more heroic in my eyes if he reacted more bravely and strongly. Instead he wavered back and forth between what he was telling her, such as urging her not to look at what she was seeing (hallucinating), then letting it go almost immediately.",122
oXyP4Ieg6VZ5ZP2MEM-CUFV_9Ze0djOG7z_4EKUWgec4-V5kIgr1VKUbxtc_s5MK,gr7,1,80,not,TRUE,He's in love with the girl that got hit by the truck and he finds her in the road.  The driver haf ran to get help leaving the two of them.  He is very gentle while holding her head and is telling her 'Not to look at them'. At this point she is dying and tells him he was the best thing she knew.  Then she dies and he is very sad.  He loses the love of his life.,80
ePcVdRFjBSgjKfbTTELCCp_HwhGsRnK4A7lHjWRvXC6s2rM1vHNaWMR8b_IrbW-c,gr8,1,33,wasn't,TRUE,she seemed like she was trying to act in control but wasn't. she seemed like a sad angry person that was doing something she didn't really want to do or enjoy.,33
ePcVdRFjBSgjKfbTTELCCp_HwhGsRnK4A7lHjWRvXC6s2rM1vHNaWMR8b_IrbW-c,gr8,1,33,didn't,TRUE,she seemed like she was trying to act in control but wasn't. she seemed like a sad angry person that was doing something she didn't really want to do or enjoy.,33
AYfR-Zd4pJo7vF3Ru6k6IIFBViGrRYwjiGRv62n5rPD2KRYztpRZdhDGMG8w-8af,gr8,1,56,don't,TRUE,I could tell that she was doing some shady stuff and maybe put herself in a bad situation but i dont know all the details about her life and i dont think that she deserved anything that happened to her. For all i know she had kids at home who needed to eat. A sad story.,56
AYfR-Zd4pJo7vF3Ru6k6IIFBViGrRYwjiGRv62n5rPD2KRYztpRZdhDGMG8w-8af,gr8,1,56,don't,TRUE,I could tell that she was doing some shady stuff and maybe put herself in a bad situation but i dont know all the details about her life and i dont think that she deserved anything that happened to her. For all i know she had kids at home who needed to eat. A sad story.,56
tn4Z3dttMaWrSNbs8po4OUhjQFTYC1w-M40SQK6Hry6lreYfAjUKH_HUENi__4ny,gr8,1,43,not,TRUE,"I think she was self-assured, and appeared to be strong, but that most of it was an act. She is someone that was just trying to do a job, and did not deserve to be abused, no matter what her status is.",43
tn4Z3dttMaWrSNbs8po4OUhjQFTYC1w-M40SQK6Hry6lreYfAjUKH_HUENi__4ny,gr8,1,43,no,TRUE,"I think she was self-assured, and appeared to be strong, but that most of it was an act. She is someone that was just trying to do a job, and did not deserve to be abused, no matter what her status is.",43
SkxnM-k0SQU_nHUourdniT5XEhhh0Z9AvDEey9M6lcVw0Jzr5GuADhY1KqA7uHvO,gr8,1,2,no,TRUE,No-nonsense,2
6spt9aAA_DTzv_up0bC9zioPGXouhb5e1pmx9Urhgq9bJGooTVLaUG6UuEUvCIMT,gr8,1,36,wasn't,TRUE,"The woman was a prostitute, she was wearing a leather jacket and skirt. she had blonde hair. She was very stern in what she was willing to do and what she wasn't willing to do.",36
UgnfXox5KjJOCZrD02LBuLRJ6CvBWxW4bpbUH80edHKgltsXrQwE24qTLPK3uHHW,gr8,1,21,couldn't,TRUE,"As much as I felt sorry for her in the end, I couldn't find much to like about this woman.",21
Ruz4_wt3Hg7kqpNJlhHMZ7MmxE1iBKWru_HTwljtrd4w_rSUYz37ybZG9t_EAZKF,gr8,1,70,wasn't,TRUE,"She showed up at the door acting all tough. She wanted her money for services that she was going to preform. She was then told that Miser wanted to ""fuck you up the butt"". She said that wasn't going to happen. Tried to leave and pushed the guy that opened the door. She was then pushed back and Miser punched her in the face and proceeded to rape her.",70
sUGEhzaHgX-ZIj95DhBc0XinzALaPXOV_mDSpe_F7s2Hjq7EkYeylKof0S6fRZmp,gr8,1,31,won't,TRUE,"She is a strong woman who is typically able to fight for herself in any circumstances. However, she got taken advantage of but that won't stop her from being strong",31
8yjjwJ5scUGGcl_4RuQ5PnoeCbX21L5AtCcoyJK3-Oz9PqogD93w_bzMxMJ5cZ2_,gr8,1,64,isn't,TRUE,"She isn't a bad person, she is just caught up in the wrong job situation.  She would make an excellent employee for a company but she chooses a dangerous occupation that has severe negative consequences.  I wish we could talk her out of her situation and get her a nice job that she can focus on away from the violence and self destruction.",64
vlooT0qloQVVbF03ufe2pLIMqFWgo-roEPl3kTFANQvXWCB4PMAHvbo1VqBMNlG8,gr8,1,24,no,TRUE,She seems like a tough woman who tries to take no crap from nobody but is willing to do what it takes to survive.,24
JZvmvV9qE18P3D344LDSyr5OgxBYLS7h8f6VHgUUl27Ly3YlLt7622l4uZAUiGrw,gr8,1,25,not,TRUE,"I thought she seemed competent, intelligent, independent, and assertive. Not the nicest or in the best mood, but I can't blame her for that.",25
JZvmvV9qE18P3D344LDSyr5OgxBYLS7h8f6VHgUUl27Ly3YlLt7622l4uZAUiGrw,gr8,1,25,can't,TRUE,"I thought she seemed competent, intelligent, independent, and assertive. Not the nicest or in the best mood, but I can't blame her for that.",25
1be1cjlodp8V0PzFjkbkhPlxeUhFE5YtCfgB7T7l3PqFILbCedugbKKIxbQtDTKY,gr8,1,18,no,TRUE,she's a woman stuck in a position with no way out - making bad choices out of desperation,18
jVOYLgqUCIeCYQXhJctQBntzuJSbq3E5CjbRNj2o3-fEqNwHy7dNeIlVGt4twQaY,gr8,1,41,not,TRUE,She seemed like a woman who knew what she was doing but when the guys became violent she became vulnerable. I think she came into the situation not expecting to be a victim of any violence and she wanted to leave.,41
QzkjXEgdPQP4FvB38__BWEFX8tNe0LypRjCANl6CGJwCporjlpuSIusmbpycI7k6,gr8,1,81,not,TRUE,She seemed like a prostitute. She was trying to make some money by having sex with some teenage boys. I felt for her because she was probably down on her luck and got herself into a messed up situation. She ended up getting hurt by some teenage boys who were obviously unstable mentally and emotionally as well. She seemed like she was about her business and knew what she was willing to do and what she was not willing to do.,81
QxhKrOUu1zr3wx6a-M8l5VtuaU5_tR7obWRGm_Uo7Xq9rQ5d1JQ6eeL47pA1fRGV,gr8,1,52,not,TRUE,"A poor person who is at the wrong place in the wrong time, and she is not the most intelligent as she does not seem aware of the danger of being in a room with 3 men. yet she is there to provide a service, and ends up in a worse situation,",52
QxhKrOUu1zr3wx6a-M8l5VtuaU5_tR7obWRGm_Uo7Xq9rQ5d1JQ6eeL47pA1fRGV,gr8,1,52,not,TRUE,"A poor person who is at the wrong place in the wrong time, and she is not the most intelligent as she does not seem aware of the danger of being in a room with 3 men. yet she is there to provide a service, and ends up in a worse situation,",52
oPzAV76XyjdJiXAFSZmEevTSPl4x2zjkknf-zHqtM8diGChD_7gmo-SrFZOCOEWz,gr8,1,31,not,TRUE,"She seems like a call girl who offers her body for money. She has a very strong personality that is not very pleasant, making her a target for violence by men.",31
SbwUEfj9yqYnOvcJpj3-tiLSSuzH-tjfv-5hL-ZQZuIDS7wv_zp9MPT154c29SJM,gr8,1,59,no,TRUE,"At first I was disgusted because she was obviously selling her body for sex. However as the clip went on, I was horrified to see her raped and beaten like she was nothing. She was helpless and weak against the three men. Completely unforgivable and no matter what the lady does for a living, she did not deserve that.",59
SbwUEfj9yqYnOvcJpj3-tiLSSuzH-tjfv-5hL-ZQZuIDS7wv_zp9MPT154c29SJM,gr8,1,59,not,TRUE,"At first I was disgusted because she was obviously selling her body for sex. However as the clip went on, I was horrified to see her raped and beaten like she was nothing. She was helpless and weak against the three men. Completely unforgivable and no matter what the lady does for a living, she did not deserve that.",59
Ppnp2r2cx6r-3DZ2Wn9F3Mq43x2EvOVseUFgO5BBnIbUG5bL12o3YjapxLnfUjm6,gr8,1,309,not,TRUE,"This woman is considered a prostitute in her profession. She is doing a job that men are willing to pay for. She seems upset when she first arrives to the hotel room, seeing two men that are laughing and video taping her. She wants the money right away from them. They give her the money as they are recording her. There is another man in the bathroom who comes out and wants to have sex with her first, but not normal sex. Sex up the butt. She gets very upset and says that's not going to happen. She gets mad and wants to leave. She tries to leave through the front door. She is afraid for her life. She gets pushed onto the floor. She then gets up and the man from the bathroom hits her in the face and she falls face down on the bed. She doesn't get up and appears to be slightly unconscious. The man from the bathroom pulls her towards the end of the bed and proceeds to pull her black dress up to expose her butt.The other two friends just watch and giggle as the video tape it. The video then goes dark for awhile and when it returns she is conscious with bruises and blood on her lip. It is clear to me that the men rapped her left and took the money with them. I think we can figure out what the men did to her.  I am upset with the way she is treated. She is scared for her life and when she awakes after passing out from being beaten she appears to be in a lot of pain and ashamed. I would say this woman is a victim of men that are disgusting. No one should ever be treated disrespectfully no matter what your profession is.",309
Ppnp2r2cx6r-3DZ2Wn9F3Mq43x2EvOVseUFgO5BBnIbUG5bL12o3YjapxLnfUjm6,gr8,1,309,not,TRUE,"This woman is considered a prostitute in her profession. She is doing a job that men are willing to pay for. She seems upset when she first arrives to the hotel room, seeing two men that are laughing and video taping her. She wants the money right away from them. They give her the money as they are recording her. There is another man in the bathroom who comes out and wants to have sex with her first, but not normal sex. Sex up the butt. She gets very upset and says that's not going to happen. She gets mad and wants to leave. She tries to leave through the front door. She is afraid for her life. She gets pushed onto the floor. She then gets up and the man from the bathroom hits her in the face and she falls face down on the bed. She doesn't get up and appears to be slightly unconscious. The man from the bathroom pulls her towards the end of the bed and proceeds to pull her black dress up to expose her butt.The other two friends just watch and giggle as the video tape it. The video then goes dark for awhile and when it returns she is conscious with bruises and blood on her lip. It is clear to me that the men rapped her left and took the money with them. I think we can figure out what the men did to her.  I am upset with the way she is treated. She is scared for her life and when she awakes after passing out from being beaten she appears to be in a lot of pain and ashamed. I would say this woman is a victim of men that are disgusting. No one should ever be treated disrespectfully no matter what your profession is.",309
Ppnp2r2cx6r-3DZ2Wn9F3Mq43x2EvOVseUFgO5BBnIbUG5bL12o3YjapxLnfUjm6,gr8,1,309,doesn't,TRUE,"This woman is considered a prostitute in her profession. She is doing a job that men are willing to pay for. She seems upset when she first arrives to the hotel room, seeing two men that are laughing and video taping her. She wants the money right away from them. They give her the money as they are recording her. There is another man in the bathroom who comes out and wants to have sex with her first, but not normal sex. Sex up the butt. She gets very upset and says that's not going to happen. She gets mad and wants to leave. She tries to leave through the front door. She is afraid for her life. She gets pushed onto the floor. She then gets up and the man from the bathroom hits her in the face and she falls face down on the bed. She doesn't get up and appears to be slightly unconscious. The man from the bathroom pulls her towards the end of the bed and proceeds to pull her black dress up to expose her butt.The other two friends just watch and giggle as the video tape it. The video then goes dark for awhile and when it returns she is conscious with bruises and blood on her lip. It is clear to me that the men rapped her left and took the money with them. I think we can figure out what the men did to her.  I am upset with the way she is treated. She is scared for her life and when she awakes after passing out from being beaten she appears to be in a lot of pain and ashamed. I would say this woman is a victim of men that are disgusting. No one should ever be treated disrespectfully no matter what your profession is.",309
Ppnp2r2cx6r-3DZ2Wn9F3Mq43x2EvOVseUFgO5BBnIbUG5bL12o3YjapxLnfUjm6,gr8,1,309,no,TRUE,"This woman is considered a prostitute in her profession. She is doing a job that men are willing to pay for. She seems upset when she first arrives to the hotel room, seeing two men that are laughing and video taping her. She wants the money right away from them. They give her the money as they are recording her. There is another man in the bathroom who comes out and wants to have sex with her first, but not normal sex. Sex up the butt. She gets very upset and says that's not going to happen. She gets mad and wants to leave. She tries to leave through the front door. She is afraid for her life. She gets pushed onto the floor. She then gets up and the man from the bathroom hits her in the face and she falls face down on the bed. She doesn't get up and appears to be slightly unconscious. The man from the bathroom pulls her towards the end of the bed and proceeds to pull her black dress up to expose her butt.The other two friends just watch and giggle as the video tape it. The video then goes dark for awhile and when it returns she is conscious with bruises and blood on her lip. It is clear to me that the men rapped her left and took the money with them. I think we can figure out what the men did to her.  I am upset with the way she is treated. She is scared for her life and when she awakes after passing out from being beaten she appears to be in a lot of pain and ashamed. I would say this woman is a victim of men that are disgusting. No one should ever be treated disrespectfully no matter what your profession is.",309
Ppnp2r2cx6r-3DZ2Wn9F3Mq43x2EvOVseUFgO5BBnIbUG5bL12o3YjapxLnfUjm6,gr8,1,309,no,TRUE,"This woman is considered a prostitute in her profession. She is doing a job that men are willing to pay for. She seems upset when she first arrives to the hotel room, seeing two men that are laughing and video taping her. She wants the money right away from them. They give her the money as they are recording her. There is another man in the bathroom who comes out and wants to have sex with her first, but not normal sex. Sex up the butt. She gets very upset and says that's not going to happen. She gets mad and wants to leave. She tries to leave through the front door. She is afraid for her life. She gets pushed onto the floor. She then gets up and the man from the bathroom hits her in the face and she falls face down on the bed. She doesn't get up and appears to be slightly unconscious. The man from the bathroom pulls her towards the end of the bed and proceeds to pull her black dress up to expose her butt.The other two friends just watch and giggle as the video tape it. The video then goes dark for awhile and when it returns she is conscious with bruises and blood on her lip. It is clear to me that the men rapped her left and took the money with them. I think we can figure out what the men did to her.  I am upset with the way she is treated. She is scared for her life and when she awakes after passing out from being beaten she appears to be in a lot of pain and ashamed. I would say this woman is a victim of men that are disgusting. No one should ever be treated disrespectfully no matter what your profession is.",309
PQ-yDUL7mKx_uKugHgziVLuvozJNSWM2w4hvZF2uszX4jNtWFcxwSpWU6hOLbSAc,gr8,1,57,didn't,TRUE,"I felt that she really didn't enjoy being a prostitute and really didn't want to sell her self to the guys. She was almost indifferent at first, appearing strong but when the guys became aggressive, she changed. She seemed to become anxious, aggressive and scared with good reason. Honestly, I felt great sympathy for her.",57
PQ-yDUL7mKx_uKugHgziVLuvozJNSWM2w4hvZF2uszX4jNtWFcxwSpWU6hOLbSAc,gr8,1,57,didn't,TRUE,"I felt that she really didn't enjoy being a prostitute and really didn't want to sell her self to the guys. She was almost indifferent at first, appearing strong but when the guys became aggressive, she changed. She seemed to become anxious, aggressive and scared with good reason. Honestly, I felt great sympathy for her.",57
FI1ET4NnNEeN1eBJDsIWoAKqFTD7A8XJRr5fTD4UchYwCtkN3MxaBb2DEqMUKiD6,gr8,1,48,not,TRUE,"The woman is a prostitute, and in this particular scene, one of her jobs goes badly.  Her customers, a bunch rof frat boys, get too demanding and want her to do things she does not want to do.  The confrontation escalates, and they assault her physically and sexually.",48
7uRApjz6ZIC2ZhiMmeFKCkZ6WfA5kZStSceyQPycezPvkk4OQtu-zXFlYk8izv0v,gr8,1,22,not,TRUE,"I liked her because she was not going to take anything from those boys. However, I wish she would have defended herself.",22
Vb-dW4iNEzZXimxIlBG54xNT5zP4aOavBO9LpM67t7MTHnPUtJaDFa6H-qfX-Zm_,gr8,1,71,didn't,TRUE,A call girl that is very pretty.  She went to a hotel room with some college kids that was wanting to get one of their friends set up with her and the kids started acting like jerks so she got scared and tried to leave.  She didn't seem to be able to handle rough situations well.  Not trained in self defense.  She seems like she may be sad a lot.,71
Vb-dW4iNEzZXimxIlBG54xNT5zP4aOavBO9LpM67t7MTHnPUtJaDFa6H-qfX-Zm_,gr8,1,71,not,TRUE,A call girl that is very pretty.  She went to a hotel room with some college kids that was wanting to get one of their friends set up with her and the kids started acting like jerks so she got scared and tried to leave.  She didn't seem to be able to handle rough situations well.  Not trained in self defense.  She seems like she may be sad a lot.,71
SaXBSNjPxPU1uukr36xqqOt8K9MW7tOVmNmxrs7K_R8MRGjAibHPnYd1mM_er77N,gr8,1,55,shouldn't,TRUE,"
She is a prostitute who has been raped. She made a risky decision and just shouldn't have went there in the first place. She should've not gotten aggressive and just should've made a run for it and escaped. She also should have fought back so this situation perhaps could've been prevented.",55
SaXBSNjPxPU1uukr36xqqOt8K9MW7tOVmNmxrs7K_R8MRGjAibHPnYd1mM_er77N,gr8,1,55,not,TRUE,"
She is a prostitute who has been raped. She made a risky decision and just shouldn't have went there in the first place. She should've not gotten aggressive and just should've made a run for it and escaped. She also should have fought back so this situation perhaps could've been prevented.",55
wkGUc_Eb7BsoGzYwCUbGt1NunXlWa2-PitXPk0mEW2SL3_jzWyZIKrhJCiiNT7Xc,gr8,1,17,didn't,TRUE,I didn't really get to learn that much about her. I feel bad for her though.,17
1KhpicnZWRjJJ632ScSjjk_QQzMDdM4KKZ17nL4V_P9ZyKdPrcp089YHwWiU8K6o,gr8,1,27,no,TRUE,"The character was a hooker who was annoyed at the guy's she would service.  After being attacked, of no fault of her own, she became fearful.",27
UFJAk0tdNSV1s_El47EWxYHC5wzqq94QShRyDGkWW9-SxbPjnzL0Bz3jMTlHpL7E,gr8,1,19,doesn't,TRUE,This woman is strong and doesn't put up with anything.  She is demanding and knows what she wants.,19
s5Gezz5uZk_uQWFmZPKzqPflusRrKeCyeEibb7XG7W84eNW1z2wW5LEksdxkTzuE,gr8,1,40,not,TRUE,"I think she's a prostitute, paid but some young guys to have sex with them one at a time, seems to not take crap from people but also is a little short with them because they're being jerks",40
QPyyPzE1iTHKyt_iJJhYUnWx6QdYczzzMOqM8tIEdQwWwWH284Fi-En1OaIU7Hzi,gr8,1,62,not,TRUE,"This woman was trying to still stay powerful and control of the situation even though she was putting herself in a dangerous one. Even after you can see that she maybe is upset with herself, but is strong and going to hopefully better herself or even get revenge, I am unsure as to which however, since I have not seen this movie.",62
2-_STEU5gjYkSPDh8v4j6RHkE4hBlsCJeC2Tqmgeai_F5ZxYhL0UnLS7gxK-s3i-,gr9,1,90,not,TRUE,"The little girl seems to be attached to someone who was holding her in a situation and then lets her go. Because she is young and the man is what she knows now, she is hesitant and anxious to leave the dangerous and unhealthy situation she is in. She tells the man she loves him (he is not her father) and he ends up telling her that he loves her, too, as she finally escapes at the last minute to begin her adult life of which she is scared of.",90
t6cwpPsG1C03ULP_2qcEnnP9UWJsVBbiu1cn4JX0f31NvCKAhn6y_-csObKo_HFJ,gr9,1,54,didn't,TRUE,"I liked her. She to me seemed like a very sweet little girl. She was very concerned for what would happen to the man, and it seems like she knew that something very bad was about to happen so she didn't want to leave him. She obviously is very softhearted from this clip.",54
6VWfFBCWHOHR7wudaZw33ROGuy0HCyO0NGC1afq1ilSeKd6lIBKrTk8YvBxaA6IC,gr9,1,34,doesn't,TRUE,"The girl seemed to really care about the man who was protecting her. It doesn't seem like they are related either. For a kid, she seemed quite smart and understood what was happening.",34
Zlp7YnR9lwVxhI92YLEI-M1BOhoTB1r7y3LcrdY5HZVkrQ6q4UidMfG3WboM2nka,gr9,1,58,not,TRUE,I like her because she is a good little girl who loved her brother very much and had a big heart. She was thrown into drama from her father and was being hunted down. I love how this girl blossoms with Leon. She is scared and loves him very much. She does not want him to get hurt.,58
7j8oADzNfz5PYLEZjUiHZiyNrwJZJL_Vza-3W9moHyQUB60M8NharRR1gZi-KVUP,gr9,1,24,doesn't,TRUE,She's scared and doesn't want to leave Leon. She feels she'll be all alone if he doesn't leave with her.,24
7j8oADzNfz5PYLEZjUiHZiyNrwJZJL_Vza-3W9moHyQUB60M8NharRR1gZi-KVUP,gr9,1,24,doesn't,TRUE,She's scared and doesn't want to leave Leon. She feels she'll be all alone if he doesn't leave with her.,24
R4KyQ9_odSmCRSWYHqjS8_tTcyrPL6D_gyZ3QUdCDnrKUMRqUXMatCH46qCrdotk,gr9,1,17,not,TRUE,"She was determined not to leave her friend so she is loyal, she is courageous ans strong,",17
yWmjMJrL4eRsdX2H_v_jKxKfMDbOOGzc1IzgZ1qGP7BebHxehwodQA0UgvW_wDSE,gr9,1,33,didn't,TRUE,The little girl was very caring and stubborn at the same time. She had a big heart and didn't want to leave her father (I think) that was trying to save her.,33
uT8TkKIvCCspH5PVVRAqBhkOqVZWwzJGDKcTf0qsbvqFewgITGq9uI4u6X4e1KnC,gr9,1,28,doesn't,TRUE,"She's trying to be brave, but she doesn't want to lose the only safety she's known. She clearly loves her friend as a father figure.",28
06Cp8MkaQbGUJSCrEmJvZHQiXleU23WxH3YF2ijmN7UAaJJNRNYFSh1cbGe5dIhX,gr9,1,26,not,TRUE,She was very vulnerable yet very loyal. Though she was scared she did not want to leave her friend. Very strong and mature for her age.,26
1nKHwKvbs6rJeFEXsmNakiu2N5QEL-YdWtqEUlgtRpqLAzslqqqz_RaFMwNy9jTa,gr9,1,40,won't,TRUE,"Crying stubborn little girl that won't listen to the authority figure in the room who is clearly trying to save her life, and by being overly emotional she puts him at risk as the bad guys are quickly approaching.",40
ZW95Idt3d4z3rs3GXypsU4a0H8bE_4oYMipfQJpoH13H-vGsqlJx40D8vBuhi1US,gr9,1,28,not,TRUE,She was overdone in terms of being overly cute and innocent not to mention tear-jerkingly attached to her protector character.  She's not complex emotionally at all.,28
ZW95Idt3d4z3rs3GXypsU4a0H8bE_4oYMipfQJpoH13H-vGsqlJx40D8vBuhi1US,gr9,1,28,not,TRUE,She was overdone in terms of being overly cute and innocent not to mention tear-jerkingly attached to her protector character.  She's not complex emotionally at all.,28
8f7tzWCEDSJkJxAe11jg600fT50zQAXaISfEJvdmZ1Ip2Yz6W3SRG6D6mBZ2oafV,gr9,1,48,not,TRUE,A little girl with an emotional attachment to the man. She worried not for her but for him when in a dire situation. Saying that the hole isn't big enough for Leon to fit through but knowing that it wasn't meant for him but for her.,48
8f7tzWCEDSJkJxAe11jg600fT50zQAXaISfEJvdmZ1Ip2Yz6W3SRG6D6mBZ2oafV,gr9,1,48,isn't,TRUE,A little girl with an emotional attachment to the man. She worried not for her but for him when in a dire situation. Saying that the hole isn't big enough for Leon to fit through but knowing that it wasn't meant for him but for her.,48
8f7tzWCEDSJkJxAe11jg600fT50zQAXaISfEJvdmZ1Ip2Yz6W3SRG6D6mBZ2oafV,gr9,1,48,wasn't,TRUE,A little girl with an emotional attachment to the man. She worried not for her but for him when in a dire situation. Saying that the hole isn't big enough for Leon to fit through but knowing that it wasn't meant for him but for her.,48
Y9kZsd8qD4jnUa1E4EzpV30CiRjFdSHo4OUDpYkhFMWL6RV6D2OlttN5KbP-hfwc,gr9,1,33,didn't,TRUE,"I felt bad for her, she wad obviously scared and didnt want to leave her father, but it also seemed like she wad very naive and didnt understand why she had to listen.",33
Y9kZsd8qD4jnUa1E4EzpV30CiRjFdSHo4OUDpYkhFMWL6RV6D2OlttN5KbP-hfwc,gr9,1,33,didn't,TRUE,"I felt bad for her, she wad obviously scared and didnt want to leave her father, but it also seemed like she wad very naive and didnt understand why she had to listen.",33
DpOppqWjiFHYgIqHzgBmuYsvaExeRE0Geok-5mkRixGwMR1TmDsUH_91ruIQDXLt,gr9,1,43,don't,TRUE,"Well, my impressions is very cold, the little girl don't say anything and I don't know the movie for the context, but she doesn't transmit nothing to me, it's more powerful the actor and the music in this scene",43
DpOppqWjiFHYgIqHzgBmuYsvaExeRE0Geok-5mkRixGwMR1TmDsUH_91ruIQDXLt,gr9,1,43,don't,TRUE,"Well, my impressions is very cold, the little girl don't say anything and I don't know the movie for the context, but she doesn't transmit nothing to me, it's more powerful the actor and the music in this scene",43
DpOppqWjiFHYgIqHzgBmuYsvaExeRE0Geok-5mkRixGwMR1TmDsUH_91ruIQDXLt,gr9,1,43,doesn't,TRUE,"Well, my impressions is very cold, the little girl don't say anything and I don't know the movie for the context, but she doesn't transmit nothing to me, it's more powerful the actor and the music in this scene",43
3ZEGy7-CBjV-XHr9Ymqa4scDG_5BxIRt63iiP4vlDNDwOL0I4cX1C0hR1_zIVqPE,gr1,2,17,not,TRUE,"he found out he had a son. the man is developmentally disabled, and the son is not.",17
PPS8v5t4p3Y5-4w1qMYRA00bopv_KKYtm7Ql3T-CwCvygqLdwP2pNUc2v5FPug4t,gr1,2,33,didn't,TRUE,"He was sweet and concerned and earnest. At first he didn't understand what she was saying. Then he was surprised. Then sad, afraid the child wasn't smart. He then seemed relieved.",33
PPS8v5t4p3Y5-4w1qMYRA00bopv_KKYtm7Ql3T-CwCvygqLdwP2pNUc2v5FPug4t,gr1,2,33,wasn't,TRUE,"He was sweet and concerned and earnest. At first he didn't understand what she was saying. Then he was surprised. Then sad, afraid the child wasn't smart. He then seemed relieved.",33
L889MbAZLwg_ET5AH-Yb0C9q3rshZ3f50BOk4P8Aqw3XjakSVh5mLq53aFakHDwV,gr1,2,50,doesn't,TRUE,The man was good because he wanted to get to know his son. He was concerned that his son would be ok and was interested in him. This shows that he is a good man because he cares about his son even if he doesn't know him at all.,50
